1863+294	2157
2015+958	2973
726+7766	8492
5940+339	6279
46436+3917	50353
714+6415	7129
3296+9166	12462
12912+3012	15924
513+3415	3928
19147+399	19546
7253+2295	9548
62855+8850	71705
228+9305	9533
47351+69498	116849
58960+1346	60306
742+66237	66979
5490+9220	14710
85520+682	86202
59592+75919	135511
4825+6349	11174
67355+52397	119752
33118+383	33501
4945+3953	8898
68615+558	69173
7564+579	8143
6827+776	7603
696+884	1580
192+42382	42574
1735+7126	8861
293+8890	9183
330+107	437
726+545	1271
71833+8051	79884
113+62521	62634
951+354	1305
7774+22658	30432
339+98634	98973
75455+4856	80311
324+592	916
49300+35146	84446
187+82171	82358
483+86618	87101
15230+649	15879
711+319	1030
175+20919	21094
34840+5095	39935
134+5089	5223
37117+96727	133844
908+7803	8711
223+6013	6236
494+758	1252
8456+83099	91555
76078+4377	80455
66841+471	67312
20069+84928	104997
78739+650	79389
52058+8335	60393
817+6148	6965
411+921	1332
1314+14392	15706
84986+7920	92906
121+143	264
95577+326	95903
891+2291	3182
14254+7366	21620
7541+8733	16274
248+664	912
716+22053	22769
5388+22585	27973
654+680	1334
329+568	897
6332+3303	9635
69601+7894	77495
116+4564	4680
882+6259	7141
862+516	1378
47116+47168	94284
952+65150	66102
788+744	1532
5268+913	6181
965+760	1725
853+67863	68716
534+45030	45564
1471+49713	51184
38753+8762	47515
59725+279	60004
138+8700	8838
270+9122	9392
401+734	1135
3750+17345	21095
895+64315	65210
9338+1523	10861
297+4260	4557
2053+7474	9527
6187+701	6888
63278+430	63708
859+697	1556
58625+760	59385
194+821	1015
445+163	608
3022+95346	98368
8779+30102	38881
305+32954	33259
94347+42725	137072
977+89903	90880
834+60498	61332
9666+9864	19530
7400+394	7794
127+599	726
8776+3274	12050
1152+96382	97534
5710+4525	10235
886+2024	2910
8214+797	9011
861+582	1443
5328+384	5712
80379+528	80907
6621+506	7127
792+874	1666
1278+949	2227
91974+157	92131
228+576	804
628+59893	60521
975+9964	10939
9014+9910	18924
20493+9344	29837
29906+8243	38149
5385+276	5661
674+78696	79370
552+3928	4480
89918+9017	98935
42758+654	43412
7042+16756	23798
819+299	1118
611+57360	57971
227+528	755
72570+600	73170
20939+59855	80794
996+4835	5831
799+7571	8370
47583+25189	72772
46833+74480	121313
1937+32718	34655
5548+673	6221
27875+312	28187
11924+5067	16991
841+9516	10357
340+85013	85353
9416+168	9584
26490+3511	30001
4358+6760	11118
824+356	1180
393+226	619
7520+5934	13454
1681+4123	5804
29993+3779	33772
8628+48927	57555
12733+9870	22603
68820+9642	78462
545+968	1513
2948+566	3514
746+49792	50538
193+544	737
4157+8646	12803
4310+522	4832
9740+58713	68453
27449+2264	29713
60106+59500	119606
9906+479	10385
195+94614	94809
76703+7422	84125
544+5548	6092
9282+662	9944
3669+155	3824
8095+4104	12199
662+88892	89554
22367+7930	30297
94678+491	95169
56561+739	57300
5058+8375	13433
996+6081	7077
9968+45267	55235
187+339	526
244+6042	6286
854+2585	3439
7048+3571	10619
23903+1810	25713
4079+5479	9558
94047+463	94510
4553+106	4659
2212+62569	64781
24400+204	24604
152+2436	2588
419+8056	8475
710+9866	10576
76302+554	76856
8984+6931	15915
70614+5352	75966
78986+12013	90999
96860+84731	181591
30657+389	31046
319+3816	4135
3196+6505	9701
67342+18477	85819
10940+4467	15407
91973+317	92290
9004+4475	13479
7582+97518	105100
1987+242	2229
109+12823	12932
8581+6512	15093
6968+974	7942
50280+140	50420
3712+6146	9858
4008+90218	94226
41155+89949	131104
79884+6396	86280
968+11245	12213
801+143	944
950+23565	24515
4224+3287	7511
8688+224	8912
7830+851	8681
55001+431	55432
3925+99896	103821
43988+310	44298
9995+243	10238
9549+569	10118
6313+731	7044
25091+71326	96417
5902+10684	16586
168+7018	7186
2729+8009	10738
802+2557	3359
92211+676	92887
68388+8659	77047
1937+662	2599
954+43667	44621
66938+976	67914
9831+29975	39806
77701+76259	153960
47433+13890	61323
378+979	1357
606+95955	96561
53443+37621	91064
980+29441	30421
351+4987	5338
11756+7001	18757
9586+595	10181
522+482	1004
4020+456	4476
52121+5095	57216
6944+981	7925
1308+22488	23796
8794+893	9687
4439+2820	7259
5352+1335	6687
98023+8455	106478
5573+250	5823
19884+70412	90296
4323+18096	22419
36370+995	37365
147+475	622
3942+29304	33246
250+745	995
71274+422	71696
9509+830	10339
396+33136	33532
9325+47276	56601
7772+764	8536
1526+93867	95393
151+143	294
404+7266	7670
36250+55785	92035
638+4995	5633
312+31591	31903
82683+300	82983
59528+4336	63864
861+3534	4395
11833+600	12433
2045+95973	98018
29894+4743	34637
4822+1967	6789
9911+97037	106948
8332+1653	9985
487+68576	69063
270+78842	79112
1463+96535	97998
1278+17672	18950
432+53653	54085
177+9367	9544
79679+75430	155109
348+5162	5510
47193+874	48067
5056+16912	21968
18898+30916	49814
81917+835	82752
64917+825	65742
99304+257	99561
990+81768	82758
301+2380	2681
433+59436	59869
2405+5435	7840
71684+9549	81233
5034+6771	11805
133+926	1059
1560+302	1862
337+674	1011
70188+54310	124498
11052+34699	45751
354+877	1231
68725+523	69248
5643+69653	75296
4524+82884	87408
488+391	879
58455+88713	147168
682+635	1317
84414+53475	137889
525+6086	6611
6772+12860	19632
52323+515	52838
84746+2799	87545
959+83090	84049
22318+61095	83413
22996+2346	25342
875+37463	38338
665+23414	24079
766+3826	4592
383+10506	10889
2432+310	2742
7136+7940	15076
508+90227	90735
74790+7738	82528
474+109	583
95653+50156	145809
9968+6561	16529
9567+482	10049
426+88736	89162
95644+13869	109513
4169+327	4496
924+23154	24078
329+1903	2232
594+46378	46972
6737+91352	98089
9499+6153	15652
8356+88053	96409
8600+572	9172
976+402	1378
923+723	1646
601+17364	17965
94964+85956	180920
143+140	283
4979+9490	14469
289+89522	89811
845+2223	3068
1593+2124	3717
370+314	684
7831+57113	64944
948+8793	9741
50929+260	51189
78345+494	78839
34541+4384	38925
3209+98914	102123
61945+90038	151983
45113+5106	50219
277+960	1237
765+8368	9133
7153+7997	15150
472+3333	3805
5869+610	6479
765+859	1624
95508+7417	102925
4077+75852	79929
72172+82022	154194
8864+70123	78987
96178+12858	109036
594+781	1375
7226+7292	14518
3995+91794	95789
86010+347	86357
54071+633	54704
890+11219	12109
24817+531	25348
374+37201	37575
385+304	689
33231+17278	50509
45729+259	45988
7062+171	7233
60457+1347	61804
7212+1657	8869
4836+90519	95355
308+314	622
626+291	917
701+532	1233
838+3298	4136
88302+134	88436
11429+39083	50512
745+8469	9214
88411+1912	90323
2612+91378	93990
84192+96952	181144
255+4779	5034
66468+16375	82843
4548+68399	72947
26219+65263	91482
2294+321	2615
606+30786	31392
801+41140	41941
8044+805	8849
68103+5967	74070
853+18334	19187
7533+3641	11174
88592+35784	124376
935+74086	75021
98307+8366	106673
577+66826	67403
7925+79277	87202
739+34952	35691
539+929	1468
5930+70767	76697
199+848	1047
9788+675	10463
587+95219	95806
675+57261	57936
98098+206	98304
94253+56954	151207
909+963	1872
1260+1370	2630
5360+144	5504
192+350	542
28725+18750	47475
89568+34258	123826
3146+6487	9633
346+4756	5102
5746+828	6574
729+5204	5933
88546+45919	134465
74129+6482	80611
7041+221	7262
72889+996	73885
13565+950	14515
850+127	977
35002+64586	99588
7175+11861	19036
21834+5251	27085
222+88634	88856
2347+2053	4400
328+518	846
59528+9280	68808
87574+50223	137797
9608+709	10317
5896+489	6385
9786+3337	13123
834+6159	6993
3351+26974	30325
225+576	801
821+77740	78561
11947+2385	14332
749+752	1501
767+75921	76688
3409+331	3740
683+482	1165
80860+708	81568
863+40001	40864
327+57428	57755
1911+542	2453
2572+3823	6395
7123+61599	68722
2024+92082	94106
1513+8547	10060
65769+66712	132481
501+35963	36464
14845+68981	83826
1959+12226	14185
3697+3871	7568
305+748	1053
99359+187	99546
81507+94000	175507
973+13431	14404
130+19140	19270
10395+93109	103504
2215+633	2848
32280+260	32540
9952+8080	18032
22636+1280	23916
784+696	1480
48308+1495	49803
66515+30481	96996
6220+5505	11725
3307+1567	4874
51826+197	52023
4862+86536	91398
29896+4732	34628
709+87420	88129
15125+54450	69575
1167+20410	21577
128+828	956
3168+9262	12430
46926+8518	55444
6853+76339	83192
31318+98025	129343
51990+710	52700
975+9795	10770
12232+5389	17621
20265+269	20534
349+1699	2048
13026+7282	20308
7615+21789	29404
28749+308	29057
774+9064	9838
44733+9118	53851
44548+718	45266
707+98535	99242
3924+3059	6983
8783+8443	17226
83418+45568	128986
9601+6963	16564
33617+16665	50282
7710+211	7921
501+48466	48967
212+727	939
19683+2937	22620
2487+8443	10930
26383+8881	35264
11122+807	11929
24813+47959	72772
1173+31834	33007
6372+3372	9744
96658+210	96868
163+364	527
446+84688	85134
4770+64356	69126
23178+627	23805
987+36761	37748
73187+255	73442
581+829	1410
5836+241	6077
593+3384	3977
8362+182	8544
646+7921	8567
7607+718	8325
61846+95016	156862
40026+357	40383
3685+763	4448
2241+9929	12170
55843+3274	59117
973+387	1360
7745+244	7989
4462+809	5271
5470+30574	36044
2043+7803	9846
220+638	858
1095+996	2091
746+92575	93321
89682+949	90631
332+281	613
41923+63871	105794
51718+344	52062
637+3928	4565
74608+35804	110412
516+37550	38066
794+581	1375
4170+922	5092
684+74511	75195
41073+3144	44217
20392+26117	46509
221+3643	3864
51017+696	51713
13387+81320	94707
474+3451	3925
9772+47043	56815
39040+255	39295
9971+618	10589
2118+463	2581
54338+98512	152850
608+696	1304
1805+482	2287
1308+67829	69137
93744+597	94341
9612+572	10184
4336+9510	13846
577+8489	9066
6605+9773	16378
31153+60886	92039
98721+70782	169503
78462+77579	156041
957+672	1629
40623+42508	83131
34860+267	35127
676+212	888
72413+34335	106748
541+62733	63274
861+1134	1995
28823+931	29754
84662+25741	110403
166+2166	2332
950+51686	52636
448+2978	3426
1837+719	2556
87714+8964	96678
16613+118	16731
43248+1726	44974
78660+52844	131504
713+406	1119
54038+20745	74783
5933+8947	14880
189+862	1051
922+24645	25567
89484+75682	165166
9435+18842	28277
80405+57292	137697
112+7842	7954
778+627	1405
115+21000	21115
879+4818	5697
389+887	1276
56902+8642	65544
75754+675	76429
59851+204	60055
745+6693	7438
565+858	1423
63522+183	63705
7846+200	8046
179+570	749
78131+120	78251
65874+75161	141035
77712+399	78111
31370+63363	94733
48974+16858	65832
169+88182	88351
89511+9536	99047
7440+2413	9853
473+184	657
795+1960	2755
819+8862	9681
1087+8315	9402
3913+984	4897
447+3155	3602
36148+9259	45407
29270+30329	59599
17579+97627	115206
9002+52151	61153
617+5055	5672
798+67364	68162
421+626	1047
225+748	973
62882+62979	125861
6379+500	6879
36538+65306	101844
9981+94697	104678
7598+2100	9698
701+647	1348
6609+22738	29347
1112+760	1872
38090+934	39024
837+9603	10440
3424+41269	44693
235+272	507
54864+7798	62662
6497+9278	15775
7489+1782	9271
24818+171	24989
34314+219	34533
83848+68528	152376
9929+60009	69938
884+55208	56092
52735+679	53414
302+3717	4019
8414+6948	15362
4043+85388	89431
4454+438	4892
67545+980	68525
27540+2672	30212
1026+29937	30963
9949+31754	41703
592+424	1016
999+92923	93922
756+9715	10471
2960+81540	84500
998+67234	68232
805+76939	77744
3472+190	3662
7577+2704	10281
314+69882	70196
44886+1355	46241
8409+267	8676
9170+56097	65267
630+689	1319
45200+9888	55088
19721+8010	27731
99435+51037	150472
15663+79653	95316
61604+274	61878
5972+510	6482
1332+8522	9854
68767+396	69163
24993+48474	73467
9011+616	9627
9763+745	10508
66263+5577	71840
4150+624	4774
2475+32840	35315
9558+7370	16928
4090+28394	32484
39149+536	39685
6833+790	7623
899+91760	92659
6123+465	6588
4592+62049	66641
35777+97145	132922
42260+141	42401
449+99616	100065
147+62818	62965
338+7774	8112
2412+4942	7354
1865+106	1971
76074+758	76832
9481+16422	25903
819+34854	35673
6925+7649	14574
96487+55666	152153
548+218	766
45665+92411	138076
175+851	1026
6293+341	6634
7202+5725	12927
219+48337	48556
861+7637	8498
69178+90350	159528
608+952	1560
46573+2140	48713
2822+770	3592
9772+85085	94857
7514+60402	67916
76264+175	76439
2202+7272	9474
11291+7573	18864
962+4736	5698
89706+62450	152156
14875+186	15061
24480+8324	32804
9943+801	10744
7946+451	8397
9754+32869	42623
59802+418	60220
3947+8145	12092
539+9986	10525
48186+9828	58014
4899+254	5153
408+6999	7407
1170+524	1694
8011+573	8584
925+856	1781
9453+1158	10611
30993+4798	35791
6511+3331	9842
5171+749	5920
5282+44260	49542
13723+6064	19787
5131+4536	9667
77745+7427	85172
359+7421	7780
612+90966	91578
235+7606	7841
208+979	1187
2549+60226	62775
849+620	1469
4776+4022	8798
598+93277	93875
57118+7071	64189
716+4943	5659
719+838	1557
80739+35740	116479
87196+108	87304
2754+265	3019
48028+62324	110352
9931+476	10407
45243+399	45642
8119+874	8993
7302+91492	98794
62668+69582	132250
53409+87790	141199
1729+33051	34780
91071+513	91584
62919+40950	103869
887+2394	3281
270+33898	34168
4111+4800	8911
261+472	733
636+529	1165
492+7894	8386
371+5071	5442
647+75858	76505
869+1995	2864
134+850	984
25311+235	25546
8151+566	8717
11401+8591	19992
4765+595	5360
367+959	1326
54566+5402	59968
6518+444	6962
6603+833	7436
865+20307	21172
7172+42005	49177
5957+2240	8197
4601+661	5262
6181+23084	29265
7809+4068	11877
53818+993	54811
6360+66976	73336
19228+195	19423
299+1977	2276
7645+35181	42826
48297+59923	108220
824+64656	65480
341+637	978
3728+3287	7015
8901+93062	101963
2858+7462	10320
78709+6054	84763
16128+32364	48492
50176+96629	146805
4474+796	5270
505+3917	4422
9357+5293	14650
5646+1559	7205
967+992	1959
41451+8298	49749
8285+67569	75854
5020+51298	56318
838+330	1168
356+925	1281
311+75487	75798
41797+66656	108453
862+388	1250
7322+69823	77145
8147+222	8369
4073+371	4444
91838+945	92783
128+5580	5708
446+5476	5922
77052+556	77608
628+1042	1670
911+17722	18633
71089+3906	74995
81370+910	82280
272+171	443
536+8832	9368
599+2927	3526
9882+409	10291
891+3757	4648
836+91363	92199
272+128	400
8906+97372	106278
860+6925	7785
561+938	1499
7356+627	7983
420+118	538
444+67364	67808
6395+2483	8878
2921+97532	100453
115+5022	5137
86954+730	87684
26129+26409	52538
236+5430	5666
3322+337	3659
4612+394	5006
4908+9047	13955
602+4418	5020
8169+8326	16495
3031+617	3648
624+3373	3997
7927+2728	10655
9542+58297	67839
10696+618	11314
5373+616	5989
14366+711	15077
519+7402	7921
33813+39702	73515
73242+9985	83227
7347+456	7803
8319+1937	10256
90338+681	91019
65599+73654	139253
89840+729	90569
643+4688	5331
8814+19427	28241
25974+52945	78919
4137+972	5109
6009+7897	13906
835+7170	8005
364+360	724
50753+21216	71969
6823+76893	83716
67410+334	67744
762+22653	23415
819+95891	96710
2279+13654	15933
860+855	1715
42121+477	42598
8175+782	8957
370+505	875
9077+523	9600
509+46635	47144
753+69420	70173
56222+40327	96549
81270+377	81647
617+217	834
56774+9207	65981
2004+240	2244
63542+5654	69196
9365+85086	94451
7244+695	7939
42947+5713	48660
7773+4884	12657
933+621	1554
21999+3251	25250
93960+5352	99312
512+4700	5212
20044+346	20390
91248+91713	182961
196+7469	7665
3878+710	4588
23141+96632	119773
252+9266	9518
84799+422	85221
4302+1836	6138
9497+48444	57941
9271+60494	69765
98711+14217	112928
41318+96174	137492
1513+911	2424
23163+584	23747
20464+4285	24749
94265+357	94622
980+91275	92255
96601+2780	99381
7434+33643	41077
603+13742	14345
3257+2733	5990
68420+9165	77585
5830+784	6614
9745+11056	20801
69287+59252	128539
344+4717	5061
32991+339	33330
85399+86791	172190
5464+8594	14058
632+476	1108
21891+65525	87416
3094+93441	96535
1697+167	1864
4631+51193	55824
9537+315	9852
78492+1769	80261
466+99289	99755
86574+157	86731
16233+887	17120
254+17898	18152
91132+8561	99693
9342+1135	10477
19263+591	19854
6318+50935	57253
59027+292	59319
76493+78536	155029
409+65774	66183
244+37186	37430
88984+2084	91068
920+649	1569
22021+42431	64452
90278+404	90682
4385+6371	10756
769+744	1513
4083+7030	11113
59572+406	59978
708+4061	4769
304+46470	46774
3437+97517	100954
59617+291	59908
365+279	644
513+562	1075
15743+483	16226
457+20403	20860
69606+346	69952
1085+100	1185
59274+4420	63694
78888+36101	114989
9758+4974	14732
530+7911	8441
3701+54381	58082
7768+196	7964
268+1666	1934
16373+588	16961
302+89100	89402
21364+787	22151
59250+1544	60794
3721+372	4093
37501+36388	73889
610+2446	3056
69060+59062	128122
28386+59732	88118
19895+137	20032
791+1120	1911
68088+2268	70356
1755+71328	73083
9785+68515	78300
94343+855	95198
6936+878	7814
422+474	896
98715+20455	119170
23516+321	23837
9128+684	9812
244+40186	40430
1135+737	1872
7707+421	8128
717+4400	5117
7414+212	7626
5680+70045	75725
311+79447	79758
2872+6601	9473
54231+3144	57375
9157+12765	21922
48186+586	48772
91668+4522	96190
6803+981	7784
5950+76105	82055
30654+45020	75674
24140+373	24513
47565+16377	63942
766+1640	2406
375+58933	59308
71389+545	71934
36704+509	37213
3725+79902	83627
5007+4101	9108
161+4628	4789
18804+96124	114928
885+1403	2288
1830+267	2097
451+431	882
5607+6676	12283
45033+7037	52070
3243+87932	91175
389+4217	4606
148+27197	27345
99080+809	99889
86901+5310	92211
53920+786	54706
10016+2138	12154
12996+723	13719
77830+88557	166387
83243+3991	87234
4985+20363	25348
4811+994	5805
6928+1577	8505
135+3704	3839
1322+5214	6536
453+34080	34533
236+978	1214
90380+34553	124933
11444+761	12205
4182+636	4818
95787+548	96335
176+59333	59509
74503+61200	135703
996+8639	9635
851+909	1760
95791+310	96101
7489+968	8457
4069+6723	10792
34009+8199	42208
439+852	1291
17238+427	17665
2058+7166	9224
62124+147	62271
673+342	1015
2850+6019	8869
705+945	1650
18025+117	18142
50493+8139	58632
8024+549	8573
8076+85634	93710
27319+38053	65372
2000+85547	87547
4868+2125	6993
96499+802	97301
5319+4399	9718
988+7959	8947
48998+241	49239
442+920	1362
16321+5150	21471
9559+5811	15370
559+3656	4215
2754+209	2963
972+5938	6910
53637+64885	118522
111+18595	18706
4392+665	5057
514+84793	85307
56840+8521	65361
841+904	1745
8155+622	8777
8406+75628	84034
85877+47571	133448
980+315	1295
1046+29473	30519
4547+6179	10726
95512+596	96108
53375+24467	77842
692+7993	8685
6511+406	6917
25559+945	26504
1622+4884	6506
430+206	636
5974+82873	88847
325+184	509
58251+738	58989
458+195	653
31158+85079	116237
266+877	1143
97485+9991	107476
127+477	604
115+9449	9564
913+767	1680
6664+9469	16133
803+781	1584
54557+4696	59253
354+57349	57703
8479+8888	17367
92850+710	93560
35841+7524	43365
274+682	956
6788+8060	14848
45383+8494	53877
5731+5555	11286
54640+10281	64921
699+164	863
55847+80856	136703
693+5272	5965
176+4187	4363
63143+1571	64714
7063+7028	14091
230+7726	7956
16878+82669	99547
87821+5529	93350
7167+6001	13168
23725+6145	29870
975+200	1175
791+64721	65512
290+168	458
68844+827	69671
846+325	1171
58490+1958	60448
160+130	290
2508+602	3110
86247+6270	92517
841+6378	7219
95489+5592	101081
15201+55349	70550
4695+13976	18671
992+3594	4586
76046+738	76784
998+302	1300
6839+819	7658
68726+13377	82103
92639+702	93341
796+33945	34741
9185+453	9638
20585+82540	103125
797+82297	83094
4436+329	4765
923+27770	28693
71837+3011	74848
652+4258	4910
102+34950	35052
336+8827	9163
9232+90585	99817
640+832	1472
8089+9209	17298
537+78365	78902
464+68888	69352
179+9367	9546
3723+1100	4823
987+93813	94800
92482+4137	96619
837+838	1675
144+95956	96100
647+976	1623
62283+5323	67606
1047+5727	6774
74291+4094	78385
164+42159	42323
9521+13056	22577
97447+49078	146525
959+78498	79457
87274+431	87705
89340+641	89981
595+462	1057
59354+345	59699
612+6580	7192
6350+68273	74623
13029+75336	88365
1792+57805	59597
88100+25034	113134
3743+8835	12578
31419+64818	96237
77137+971	78108
8910+22818	31728
5960+34010	39970
728+96984	97712
98804+4182	102986
2353+419	2772
619+43686	44305
593+995	1588
566+8832	9398
6289+28531	34820
85750+94422	180172
871+8692	9563
99245+94877	194122
12505+9344	21849
184+562	746
70930+7078	78008
74309+33756	108065
6264+46340	52604
154+72800	72954
14178+479	14657
46352+6053	52405
906+1440	2346
208+578	786
6343+91807	98150
1082+54189	55271
522+7815	8337
581+66975	67556
24348+54811	79159
18802+93502	112304
55252+143	55395
68126+97499	165625
968+1634	2602
341+43977	44318
587+34930	35517
979+788	1767
38418+3895	42313
35015+58251	93266
582+378	960
782+28453	29235
481+53541	54022
777+10849	11626
523+3285	3808
6297+371	6668
997+23325	24322
40287+7029	47316
31691+85249	116940
84791+9584	94375
4356+6004	10360
31192+74891	106083
5126+7834	12960
7267+64581	71848
402+858	1260
3659+5373	9032
2859+82502	85361
9106+854	9960
564+2684	3248
473+4918	5391
996+395	1391
5104+117	5221
887+8955	9842
13580+8778	22358
581+9982	10563
7783+150	7933
9231+7575	16806
39017+74864	113881
386+45667	46053
903+208	1111
66126+965	67091
398+22089	22487
83707+3651	87358
63845+50805	114650
494+654	1148
9271+63059	72330
208+78101	78309
685+23327	24012
34140+8044	42184
84245+598	84843
352+204	556
216+43590	43806
747+883	1630
8502+340	8842
468+606	1074
73628+1788	75416
339+493	832
9016+51474	60490
2549+99350	101899
53233+5653	58886
519+3533	4052
28617+3362	31979
36228+181	36409
53426+4981	58407
749+3256	4005
30285+8916	39201
65343+7965	73308
54491+892	55383
663+770	1433
431+992	1423
6238+323	6561
3390+17145	20535
33534+93153	126687
8134+328	8462
97141+968	98109
38792+37879	76671
71004+8135	79139
83968+50214	134182
1740+77212	78952
828+9515	10343
98945+33122	132067
508+8632	9140
6248+17568	23816
4775+29344	34119
6293+16115	22408
55511+559	56070
8505+649	9154
9490+2319	11809
107+31893	32000
913+6542	7455
677+886	1563
215+264	479
6874+8542	15416
336+41483	41819
9556+68250	77806
254+61654	61908
525+3716	4241
28315+82407	110722
649+36046	36695
338+897	1235
192+9722	9914
616+7803	8419
747+1572	2319
4287+10452	14739
475+89408	89883
78679+942	79621
120+821	941
34368+719	35087
56430+738	57168
9301+75142	84443
2077+258	2335
8322+3630	11952
18105+8067	26172
548+86661	87209
12260+115	12375
45180+62680	107860
146+91820	91966
9024+386	9410
466+51941	52407
14736+520	15256
17626+23771	41397
9785+85616	95401
5305+705	6010
56919+95064	151983
92422+460	92882
75448+49887	125335
770+574	1344
914+33587	34501
87681+753	88434
4128+822	4950
7664+1534	9198
53601+57337	110938
9630+4869	14499
22123+76319	98442
77332+11930	89262
9556+45453	55009
509+867	1376
951+15157	16108
76732+90740	167472
86670+9669	96339
243+89704	89947
8486+202	8688
309+80796	81105
1057+46496	47553
913+8555	9468
81256+6749	88005
30731+4180	34911
426+3051	3477
429+3788	4217
9112+19115	28227
991+852	1843
3954+4323	8277
73543+2200	75743
4751+9280	14031
25513+29717	55230
4502+60971	65473
48929+664	49593
91941+85179	177120
70788+2826	73614
6333+5236	11569
43806+707	44513
298+23645	23943
2535+448	2983
6701+3658	10359
46180+5992	52172
85192+9605	94797
907+10146	11053
5083+7048	12131
97271+607	97878
506+43874	44380
698+2327	3025
96750+58673	155423
8631+46199	54830
3452+4356	7808
9331+672	10003
681+502	1183
84731+2330	87061
5530+5955	11485
910+392	1302
580+63225	63805
857+37804	38661
113+1923	2036
47077+7486	54563
16535+93825	110360
672+4263	4935
2744+50836	53580
89850+3998	93848
2247+722	2969
56508+7949	64457
571+7260	7831
5421+29159	34580
359+8775	9134
3864+857	4721
9315+9547	18862
4996+340	5336
2376+519	2895
348+30918	31266
813+14647	15460
7417+6875	14292
734+5462	6196
637+1154	1791
24933+998	25931
570+162	732
483+93229	93712
897+20925	21822
20695+721	21416
5619+1403	7022
9232+143	9375
655+480	1135
13463+1168	14631
6336+72562	78898
654+550	1204
207+97788	97995
26972+25607	52579
6805+359	7164
66065+39445	105510
1515+98904	100419
41702+2697	44399
77065+786	77851
659+369	1028
57668+430	58098
7068+169	7237
6607+8886	15493
8116+3752	11868
26211+239	26450
4504+2761	7265
22198+71134	93332
8411+511	8922
9439+47238	56677
5589+1522	7111
1482+391	1873
622+156	778
1521+501	2022
4300+12960	17260
54293+1053	55346
31192+776	31968
62852+63729	126581
2846+25435	28281
782+63343	64125
927+770	1697
6194+40860	47054
68050+919	68969
417+9206	9623
5940+910	6850
33576+2429	36005
45132+3531	48663
315+7100	7415
91326+4645	95971
545+5363	5908
968+1220	2188
9818+981	10799
450+8917	9367
6265+927	7192
63957+25167	89124
9146+22630	31776
1028+5073	6101
22764+72427	95191
8065+38788	46853
4677+2449	7126
59358+5508	64866
30368+373	30741
5735+12690	18425
507+823	1330
81378+6797	88175
12962+3514	16476
7982+41447	49429
462+30106	30568
593+557	1150
9027+4622	13649
629+6996	7625
82792+604	83396
847+9339	10186
6653+4732	11385
9973+1286	11259
7163+4329	11492
861+55405	56266
8251+3686	11937
3613+4453	8066
80669+2307	82976
67568+4182	71750
82848+99131	181979
781+9063	9844
871+305	1176
681+638	1319
78441+4638	83079
4665+411	5076
7153+384	7537
64769+680	65449
622+77104	77726
45090+5617	50707
24138+2638	26776
135+9904	10039
7992+50493	58485
411+2873	3284
74201+2308	76509
